Time,"""0000""","""000A""","""0028""","""002A""",shiftId
1614705300000,634,183,674,279,15
1614706200000,235,236,690,435,21
1614707100000,627,443,277,357,21
1614708000000,518,289,420,369,21
1614708900000,608,440,540,240,21
1614709800000,459,423,146,481,21
1614710700000,321,232,256,391,21
1614711600000,498,329,177,317,21
1614712500000,154,183,206,241,21
1614713400000,101,347,371,361,21
1614714300000,656,506,347,251,21
1614715200000,342,520,724,498,21
1614716100000,394,282,506,299,21
1614717000000,537,521,465,446,21
1614717900000,135,269,576,488,21
1614718800000,583,337,158,288,21
1614719700000,424,461,622,154,21
1614720600000,347,226,305,141,21
1614721500000,223,475,769,186,21
1614722400000,262,592,599,104,21
1614723300000,227,487,208,213,21
1614724200000,185,547,671,121,21
1614725100000,177,519,462,381,21
1614726000000,358,552,534,311,21
1614726900000,111,559,674,282,21
1614727800000,648,150,510,376,21
1614728700000,573,571,232,144,21
1614729600000,377,444,594,463,21
1614730500000,593,123,346,263,21
1614731400000,657,571,799,286,21
1614732300000,207,450,603,355,21
1614733200000,401,583,677,271,21
1614734100000,595,394,706,242,21
1614735000000,250,244,624,139,14
1614735900000,492,336,270,138,14
1614736800000,493,377,691,499,14
1614737700000,301,293,202,137,14
1614738600000,282,548,571,251,14
1614739500000,222,524,313,186,14
1614740400000,166,459,353,378,14
1614741300000,529,600,532,336,14
1614742200000,523,587,431,328,14
1614743100000,232,510,721,357,14
1614744000000,603,194,515,158,14
1614744900000,137,526,509,306,14
1614745800000,684,489,709,454,14
1614746700000,239,130,796,144,14
1614747600000,341,321,728,180,14
1614748500000,175,488,289,177,14
1614749400000,435,443,562,297,14
1614750300000,163,522,282,227,14
1614751200000,314,460,439,274,14
1614752100000,655,314,189,307,14
1614753000000,542,250,223,352,14
1614753900000,233,144,173,499,14
1614754800000,550,253,645,485,14
1614755700000,468,143,764,218,14
1614756600000,606,117,571,201,14
1614757500000,181,115,733,363,14
1614758400000,229,387,748,128,14
1614759300000,124,262,272,317,14
1614760200000,313,457,173,410,14
1614761100000,215,113,603,320,14
1614762000000,204,228,789,168,14
1614762900000,439,135,402,181,14
1614763800000,294,438,684,239,15
1614764700000,475,593,127,219,15
1614765600000,472,351,280,323,15
1614766500000,434,367,287,434,15
1614767400000,493,541,610,193,15
1614768300000,475,564,157,388,15
1614769200000,111,182,311,297,15
1614770100000,191,362,181,385,15
1614771000000,539,359,228,390,15
1614771900000,630,187,173,245,15
1614772800000,571,528,155,141,15
1614773700000,531,417,425,455,15
1614774600000,636,411,484,157,15
1614775500000,160,435,289,185,15
1614776400000,625,219,645,341,15
1614777300000,420,511,269,374,15
1614778200000,250,195,428,258,15
1614779100000,691,562,475,140,15
1614780000000,681,151,660,220,15
1614780900000,224,523,387,154,15
1614781800000,317,250,539,340,15
1614782700000,217,141,159,214,15
1614783600000,548,429,375,491,15
1614784500000,284,152,350,447,15
1614785400000,249,474,385,213,15
1614786300000,573,425,655,405,15
1614787200000,567,406,422,108,15
1614788100000,531,269,492,464,15
1614789000000,254,430,772,353,15
1614789900000,469,251,254,389,15
1614790800000,391,341,109,473,15
1614791700000,231,456,129,486,15
1614792600000,263,420,225,230,21
1614793500000,219,284,557,395,21
1614794400000,534,437,657,339,21
1614795300000,572,493,175,347,21
1614796200000,569,553,169,269,21
1614797100000,455,303,567,145,21
1614798000000,370,500,497,466,21
1614798900000,168,528,712,485,21
1614799800000,265,561,227,430,21
1614800700000,512,315,615,477,21
1614801600000,700,485,480,189,21
1614802500000,620,187,151,182,21
1614803400000,405,125,126,419,21
1614804300000,415,231,357,240,21
1614805200000,365,161,446,117,21
1614806100000,185,377,557,375,21
1614807000000,161,453,122,122,21
1614807900000,132,354,299,276,21
1614808800000,430,154,108,356,21
1614809700000,500,526,555,440,21
1614810600000,696,349,328,476,21
1614811500000,625,432,188,261,21
1614812400000,619,119,399,459,21
1614813300000,225,508,705,359,21
1614814200000,237,547,669,146,21
1614815100000,370,527,241,238,21
1614816000000,312,292,726,109,21
1614816900000,531,519,660,460,21
1614817800000,475,538,420,254,21
1614818700000,278,446,637,222,21
1614819600000,197,157,191,321,21
1614820500000,511,130,383,133,21
1614821400000,548,156,503,110,14
1614822300000,484,489,334,476,14
1614823200000,687,508,328,170,14
1614824100000,229,290,166,129,14
1614825000000,553,162,439,192,14
1614825900000,125,262,474,273,14
1614826800000,386,119,586,454,14
1614827700000,311,507,485,223,14
1614828600000,457,577,167,134,14
1614829500000,410,300,797,125,14
1614830400000,326,307,244,470,14
1614831300000,152,480,672,466,14
1614832200000,121,521,731,351,14
1614833100000,457,260,633,100,14
1614834000000,450,111,776,134,14
1614834900000,472,414,222,204,14
1614835800000,129,306,710,288,14
1614836700000,627,422,629,401,14
1614837600000,663,354,629,415,14
1614838500000,297,273,310,288,14
1614839400000,128,528,638,297,14
1614840300000,437,262,636,433,14
1614841200000,132,328,268,294,14
1614842100000,680,231,252,237,14
1614843000000,374,407,356,137,14
1614843900000,357,336,432,144,14
1614844800000,565,359,331,461,14
1614845700000,447,550,466,201,14
1614846600000,189,136,159,302,14
1614847500000,591,223,110,242,14
1614848400000,513,498,243,325,14
1614849300000,489,159,386,291,14
1614850200000,230,483,467,380,15
1614851100000,135,294,504,283,15
1614852000000,271,589,444,167,15
1614852900000,673,166,771,276,15
1614853800000,456,381,396,228,15
1614854700000,637,534,472,448,15
1614855600000,207,462,182,200,15
1614856500000,496,561,264,276,15
1614857400000,114,290,459,188,15
1614858300000,314,186,517,381,15
1614859200000,666,508,316,374,15
1614860100000,173,356,562,218,15
1614861000000,632,544,656,118,15
1614861900000,476,459,481,120,15
1614862800000,123,373,278,291,15
1614863700000,655,423,212,271,15
1614864600000,309,462,604,253,15
1614865500000,322,543,759,493,15
1614866400000,307,538,754,261,15
1614867300000,479,258,534,458,15
1614868200000,337,451,647,494,15
1614869100000,122,196,385,389,15
1614870000000,565,518,515,478,15
1614870900000,559,448,168,449,15
1614871800000,203,370,110,321,15
1614872700000,481,148,758,317,15
1614873600000,406,444,382,116,15
1614874500000,399,569,344,122,15
1614875400000,227,388,739,337,15
1614876300000,389,558,622,436,15
1614877200000,284,269,625,171,15
1614878100000,454,273,184,310,15
1614879000000,685,102,270,435,21
1614879900000,356,294,185,452,21
1614880800000,357,350,598,202,21
1614881700000,112,322,613,314,21
1614882600000,257,148,302,389,21
1614883500000,124,281,709,408,21
1614884400000,487,160,221,427,21
1614885300000,619,303,413,406,21
1614886200000,680,572,786,279,21
1614887100000,274,149,620,142,21
1614888000000,615,374,185,121,21
1614888900000,626,289,184,293,21
1614889800000,500,195,419,136,21
1614890700000,199,463,401,419,21
1614891600000,584,583,507,160,21
1614892500000,282,183,552,171,21
1614893400000,447,242,467,217,21
1614894300000,581,254,501,343,21
1614895200000,323,388,609,280,21
1614896100000,359,510,570,150,21
1614897000000,309,460,475,104,21
1614897900000,434,119,326,449,21
1614898800000,697,114,552,464,21
1614899700000,298,386,179,252,21
1614900600000,216,492,214,434,21
1614901500000,447,143,750,464,21
1614902400000,497,410,284,259,21
1614903300000,304,443,764,392,21
1614904200000,638,258,520,247,21
1614905100000,292,368,698,352,21
1614906000000,111,466,753,221,21
1614906900000,566,426,654,132,21
1614907800000,180,586,561,175,14
1614908700000,435,595,764,428,14
1614909600000,143,114,223,477,14
1614910500000,313,243,635,414,14
1614911400000,504,334,304,441,14
1614912300000,312,237,193,357,14
1614913200000,683,557,167,225,14
1614914100000,605,199,196,263,14
1614915000000,638,288,106,292,14
1614915900000,404,498,194,423,14
1614916800000,348,466,755,355,14
1614917700000,353,167,292,279,14
1614918600000,209,531,599,268,14
1614919500000,689,101,623,475,14
1614920400000,182,215,316,194,14
1614921300000,277,454,340,292,14
1614922200000,482,592,411,278,14
1614923100000,573,351,192,355,14
1614924000000,102,488,513,185,14
1614924900000,699,600,328,201,14
1614925800000,500,578,475,119,14
1614926700000,614,239,559,397,14
1614927600000,213,505,769,285,14
1614928500000,659,375,665,192,14
1614929400000,642,572,574,212,14
1614930300000,325,385,630,204,14
1614931200000,679,142,515,295,14
1614932100000,480,205,133,120,14
1614933000000,687,517,373,374,14
1614933900000,158,520,346,303,14
1614934800000,451,167,498,313,14
1614935700000,259,301,695,288,14
1614936600000,478,369,386,401,15
1614937500000,177,306,295,474,15
1614938400000,561,350,699,315,15
1614939300000,585,208,588,179,15
1614940200000,511,240,438,297,15
1614941100000,508,207,289,160,15
1614942000000,258,207,113,265,15
1614942900000,401,568,581,186,15
1614943800000,316,296,152,315,15
1614944700000,279,173,775,349,15
1614945600000,124,120,146,144,15
1614946500000,699,294,626,104,15
1614947400000,359,161,436,230,15
1614948300000,144,399,411,333,15
1614949200000,431,583,768,116,15
1614950100000,537,467,555,205,15
1614951000000,546,567,694,437,15
1614951900000,283,387,687,347,15
1614952800000,465,319,277,213,15
1614953700000,107,137,282,287,15
1614954600000,433,509,536,278,15
1614955500000,189,583,389,281,15
1614956400000,306,537,438,147,15
1614957300000,323,344,555,500,15
1614958200000,256,151,722,195,15
1614959100000,547,318,618,270,15
1614960000000,573,552,516,255,15
1614960900000,445,556,403,153,15
1614961800000,659,241,181,306,15
1614962700000,279,323,362,163,15
1614963600000,415,542,185,159,15
1614964500000,643,309,735,293,15
1614965400000,230,261,692,411,21
1614966300000,496,550,509,463,21
1614967200000,670,177,441,168,21
1614968100000,187,285,440,255,21
1614969000000,159,597,623,425,21
1614969900000,607,566,521,145,21
1614970800000,484,378,783,390,21
1614971700000,578,577,736,403,21
1614972600000,686,449,528,235,21
1614973500000,135,252,738,361,21
1614974400000,279,447,699,183,21
1614975300000,102,387,616,436,21
1614976200000,469,254,629,387,21
1614977100000,504,577,162,199,21
1614978000000,592,332,224,128,21
1614978900000,532,434,547,273,21
1614979800000,364,347,322,192,21
1614980700000,508,175,558,348,21
1614981600000,660,263,602,328,21
1614982500000,447,272,767,117,21
1614983400000,500,134,784,272,21
1614984300000,174,498,430,409,21
1614985200000,673,520,509,434,21
1614986100000,100,328,130,297,21
1614987000000,575,518,510,118,21
1614987900000,102,274,227,108,21
1614988800000,182,571,798,397,21
1614989700000,113,355,758,277,21
1614990600000,655,313,239,485,21
1614991500000,184,535,219,171,21
1614992400000,168,341,594,149,21
1614993300000,299,586,627,253,21
1614994200000,384,434,122,405,14
1614995100000,418,455,502,280,14
1614996000000,662,363,512,412,14
1614996900000,130,330,372,323,14
1614997800000,500,564,663,239,14
1614998700000,493,259,667,303,14
1614999600000,232,547,728,421,14
1615000500000,530,249,129,227,14
1615001400000,359,590,111,139,14
1615002300000,270,443,210,208,14
1615003200000,630,327,568,392,14
1615004100000,104,579,782,275,14
1615005000000,173,531,541,153,14
1615005900000,237,552,706,443,14
1615006800000,685,446,659,106,14
1615007700000,506,542,147,443,14
1615008600000,454,227,553,144,14
1615009500000,452,284,302,200,14
1615010400000,169,600,283,219,14
1615011300000,224,193,585,245,14
1615012200000,159,521,178,141,14
1615013100000,669,154,505,153,14
1615014000000,114,226,113,100,14
1615014900000,524,462,325,392,14
1615015800000,458,195,115,120,14
1615016700000,146,465,368,276,14
1615017600000,490,156,137,403,14
1615018500000,401,129,424,413,14
1615019400000,597,418,551,201,14
1615020300000,440,356,177,127,14
1615021200000,335,405,159,147,14
1615022100000,687,497,351,462,14
1615023000000,579,428,619,285,15
1615023900000,681,156,240,225,15
1615024800000,658,325,414,146,15
1615025700000,172,489,780,302,15
1615026600000,150,233,250,106,15
1615027500000,634,305,766,288,15
1615028400000,184,403,532,151,15
1615029300000,277,458,635,461,15
1615030200000,393,553,555,317,15
1615031100000,442,588,361,157,15
1615032000000,474,420,728,316,15
1615032900000,546,416,630,165,15
1615033800000,427,267,294,399,15
1615034700000,355,437,502,396,15
1615035600000,284,246,643,401,15
1615036500000,278,457,362,253,15
1615037400000,327,118,690,395,15
1615038300000,135,545,234,360,15
1615039200000,504,508,407,500,15
1615040100000,598,128,499,459,15
1615041000000,338,409,717,279,15
1615041900000,260,541,342,351,15
1615042800000,138,387,761,282,15
1615043700000,647,484,623,481,15
1615044600000,307,456,740,339,15
1615045500000,393,488,546,446,15
1615046400000,456,292,478,180,15
1615047300000,221,573,769,220,15
1615048200000,220,549,129,397,15
1615049100000,247,437,576,195,15
1615050000000,190,159,571,290,15
1615050900000,134,130,715,198,15
1615051800000,346,154,423,451,21
1615052700000,133,301,563,210,21
1615053600000,108,127,193,401,21
1615054500000,621,197,172,349,21
1615055400000,698,126,362,142,21
1615056300000,285,290,414,216,21
1615057200000,425,347,708,152,21
1615058100000,463,431,223,194,21
1615059000000,686,168,681,456,21
1615059900000,474,162,605,186,21
1615060800000,389,155,766,325,21
1615061700000,163,359,760,184,21
1615062600000,500,297,771,237,21
1615063500000,202,541,547,354,21
1615064400000,320,388,255,240,21
1615065300000,443,320,573,427,21
1615066200000,286,553,184,145,21
1615067100000,388,542,489,296,21
1615068000000,406,565,152,308,21
1615068900000,575,347,440,183,21
1615069800000,431,224,432,225,21
1615070700000,222,469,279,500,21
1615071600000,158,197,739,284,21
1615072500000,451,231,460,348,21
1615073400000,269,312,406,113,21
1615074300000,319,321,259,200,21
1615075200000,625,483,630,263,21
1615076100000,686,540,394,299,21
1615077000000,281,503,503,464,21
1615077900000,446,370,438,100,21
1615078800000,669,117,471,194,21
1615079700000,448,308,552,131,21
1615080600000,311,388,373,204,14
1615081500000,537,542,378,160,14
1615082400000,195,487,436,124,14
1615083300000,531,181,773,461,14
1615084200000,693,194,461,215,14
1615085100000,488,373,165,268,14
1615086000000,443,492,295,171,14
1615086900000,553,244,670,407,14
1615087800000,579,259,689,445,14
1615088700000,245,275,701,386,14
1615089600000,433,238,291,415,14
1615090500000,194,284,757,351,14
1615091400000,383,505,114,237,14
1615092300000,462,368,168,374,14
1615093200000,679,366,381,125,14
1615094100000,566,251,640,479,14
1615095000000,226,177,739,496,14
1615095900000,451,121,323,489,14
1615096800000,648,246,289,110,14
1615097700000,611,155,198,485,14
1615098600000,100,571,392,273,14
1615099500000,315,569,561,359,14
1615100400000,490,311,718,393,14
1615101300000,241,147,623,265,14
1615102200000,231,520,262,383,14
1615103100000,364,329,404,238,14
1615104000000,119,257,473,210,14
1615104900000,308,552,745,185,14
1615105800000,152,381,107,244,14
1615106700000,512,195,271,334,14
1615107600000,157,377,359,149,14
1615108500000,306,573,220,320,14
1615109400000,390,273,407,146,15
1615110300000,563,541,164,414,15
1615111200000,231,265,172,197,15
1615112100000,108,456,118,470,15
1615113000000,459,320,597,342,15
1615113900000,472,283,130,285,15
1615114800000,334,159,366,328,15
1615115700000,640,329,549,363,15
1615116600000,658,137,750,374,15
1615117500000,302,168,756,158,15
1615118400000,144,147,327,208,15
1615119300000,176,483,594,219,15
1615120200000,181,335,731,416,15
1615121100000,152,118,525,277,15
1615122000000,198,509,608,235,15
1615122900000,388,347,196,307,15
1615123800000,237,256,701,449,15
1615124700000,377,387,211,433,15
1615125600000,429,429,381,498,15
1615126500000,210,401,132,463,15
1615127400000,477,232,502,264,15
1615128300000,585,294,640,354,15
1615129200000,557,347,245,266,15
1615130100000,644,275,452,192,15
1615131000000,424,577,378,488,15
1615131900000,125,256,470,369,15
1615132800000,243,169,251,205,15
1615133700000,398,292,501,353,15
1615134600000,224,592,591,431,15
1615135500000,356,399,665,147,15
1615136400000,499,123,487,320,15
1615137300000,663,196,207,205,15
1615138200000,395,323,260,179,21
1615139100000,595,468,569,120,21
1615140000000,658,476,372,220,21
1615140900000,109,325,160,447,21
1615141800000,285,313,705,290,21
1615142700000,652,321,678,174,21
1615143600000,200,386,522,319,21
1615144500000,237,466,138,417,21
1615145400000,349,111,308,131,21
1615146300000,650,218,518,221,21
1615147200000,341,136,515,150,21
1615148100000,343,158,638,483,21
1615149000000,120,284,184,240,21
1615149900000,229,187,410,448,21
1615150800000,277,482,628,422,21
1615151700000,425,179,756,202,21
1615152600000,601,175,668,106,21
1615153500000,430,200,451,236,21
1615154400000,384,387,182,183,21
1615155300000,327,472,463,460,21
1615156200000,557,172,200,393,21
1615157100000,164,417,577,372,21
1615158000000,689,381,551,137,21
1615158900000,212,260,636,177,21
1615159800000,221,222,448,165,21
1615160700000,165,234,644,315,21
1615161600000,279,296,578,257,21
1615162500000,266,113,484,213,21
1615163400000,106,347,511,167,21
1615164300000,328,411,188,355,21
1615165200000,392,129,162,348,21
1615166100000,543,179,425,222,21
1615167000000,627,416,167,306,14
1615167900000,329,503,311,444,14
1615168800000,648,279,450,123,14
1615169700000,635,383,263,301,14
1615170600000,427,417,603,378,14
1615171500000,227,357,335,303,14
1615172400000,146,418,293,217,14
1615173300000,687,291,717,411,14
1615174200000,322,481,182,209,14
1615175100000,153,432,786,203,14
1615176000000,123,231,513,315,14
1615176900000,430,432,240,172,14
1615177800000,543,405,302,229,14
1615178700000,583,166,450,231,14
1615179600000,664,289,238,213,14
1615180500000,165,299,105,440,14
1615181400000,592,434,687,272,14
1615182300000,488,182,458,218,14
1615183200000,175,293,340,410,14
1615184100000,365,292,573,452,14
1615185000000,207,538,565,401,14
1615185900000,273,532,339,162,14
1615186800000,317,455,341,418,14
1615187700000,222,351,418,357,14
1615188600000,540,442,489,358,14
1615189500000,206,274,404,112,14
1615190400000,491,239,331,201,14
1615191300000,221,528,155,117,14
1615192200000,425,165,237,245,14
1615193100000,613,109,297,135,14
1615194000000,190,251,547,148,14
1615194900000,649,248,213,190,14
1615195800000,683,300,160,230,15
1615196700000,572,330,380,161,15
1615197600000,503,487,361,159,15
1615198500000,539,513,708,179,15
1615199400000,510,304,700,274,15
1615200300000,187,333,687,302,15
1615201200000,283,213,539,470,15
1615202100000,349,289,364,475,15
1615203000000,691,538,463,496,15
1615203900000,143,452,598,247,15
1615204800000,468,233,698,398,15
1615205700000,270,337,544,256,15
1615206600000,108,305,171,351,15
1615207500000,644,345,301,338,15
1615208400000,666,268,741,414,15
1615209300000,471,234,712,484,15
1615210200000,275,151,250,449,15
1615211100000,636,210,168,112,15
1615212000000,295,221,293,143,15
1615212900000,576,329,412,456,15
1615213800000,161,151,105,383,15
1615214700000,619,553,504,138,15
1615215600000,382,568,704,492,15
1615216500000,475,396,390,153,15
1615217400000,237,462,140,406,15
1615218300000,332,272,628,110,15
1615219200000,324,123,158,499,15
1615220100000,370,214,412,152,15
1615221000000,423,368,551,310,15
1615221900000,631,317,429,230,15
1615222800000,102,436,458,313,15
1615223700000,354,355,436,116,15
1615224600000,651,590,770,153,21
1615225500000,241,146,535,462,21
1615226400000,458,557,604,106,21
1615227300000,421,388,584,467,21
1615228200000,125,576,587,197,21
1615229100000,306,262,774,267,21
1615230000000,127,440,649,300,21
1615230900000,613,298,262,225,21
1615231800000,408,567,516,283,21
1615232700000,207,553,741,208,21
1615233600000,636,216,760,123,21
1615234500000,396,322,278,442,21
1615235400000,596,148,340,426,21
1615236300000,574,204,757,440,21
1615237200000,345,595,742,303,21
1615238100000,581,488,614,185,21
1615239000000,513,564,401,439,21
1615239900000,575,421,739,264,21
1615240800000,266,140,373,476,21
1615241700000,259,589,493,125,21
1615242600000,220,519,372,383,21
1615243500000,593,214,153,175,21
1615244400000,328,183,205,321,21
1615245300000,493,347,398,279,21
1615246200000,316,249,768,450,21
1615247100000,389,509,788,169,21
1615248000000,202,598,372,233,21
1615248900000,622,518,793,143,21
1615249800000,364,586,542,456,21
1615250700000,240,303,102,141,21
1615251600000,192,212,566,109,21
1615252500000,110,180,687,198,21
1615253400000,512,267,224,380,14
1615254300000,567,155,705,147,14
1615255200000,675,598,116,471,14
1615256100000,233,472,602,185,14
1615257000000,635,264,442,116,14
1615257900000,346,227,597,354,14
1615258800000,402,480,643,105,14
1615259700000,488,510,493,370,14
1615260600000,275,345,378,263,14
1615261500000,600,144,246,454,14
1615262400000,567,529,410,439,14
1615263300000,239,250,664,374,14
1615264200000,300,152,717,122,14
1615265100000,678,425,239,372,14
1615266000000,518,280,352,436,14
1615266900000,504,542,431,186,14
1615267800000,558,525,230,346,14
1615268700000,213,209,347,432,14
1615269600000,443,422,403,223,14
1615270500000,166,114,491,352,14
1615271400000,452,325,347,396,14
1615272300000,475,575,378,411,14
1615273200000,503,225,492,440,14
1615274100000,126,258,237,333,14
1615275000000,322,517,557,231,14
1615275900000,584,146,347,466,14
1615276800000,331,335,254,316,14
1615277700000,680,445,174,456,14
1615278600000,326,249,411,426,14
1615279500000,336,281,321,138,14
1615280400000,381,198,597,279,14
1615281300000,238,132,683,419,14
1615282200000,140,184,752,113,15
1615283100000,291,568,289,435,15
1615284000000,648,367,481,482,15
1615284900000,476,516,280,195,15
1615285800000,365,333,330,152,15
1615286700000,653,382,413,382,15
1615287600000,633,425,469,259,15
1615288500000,211,465,742,299,15
1615289400000,532,144,762,125,15
1615290300000,431,269,591,265,15
1615291200000,279,294,775,318,15
1615292100000,530,399,510,434,15
1615293000000,635,591,572,159,15
1615293900000,190,380,404,133,15
1615294800000,355,172,488,241,15
1615295700000,427,355,556,313,15
1615296600000,453,507,377,176,15
1615297500000,276,229,490,187,15
1615298400000,208,335,398,329,15
1615299300000,696,491,648,465,15
1615300200000,595,435,649,366,15
1615301100000,230,510,780,447,15
1615302000000,363,579,691,361,15
1615302900000,145,286,356,403,15
1615303800000,141,219,119,292,15
1615304700000,286,230,170,285,15
1615305600000,694,533,151,285,15
1615306500000,651,168,273,388,15
1615307400000,207,599,774,417,15
1615308300000,450,412,770,449,15
1615309200000,442,599,731,240,15
1615310100000,336,345,268,149,15
1615311000000,504,558,178,259,21
1615311900000,466,102,259,149,21
1615312800000,400,270,322,494,21
1615313700000,395,562,755,396,21
1615314600000,612,175,199,174,21
1615315500000,360,451,739,236,21
1615316400000,352,578,706,312,21
1615317300000,643,559,294,497,21
1615318200000,262,228,250,164,21
1615319100000,677,600,796,236,21
1615320000000,474,409,198,361,21
