Time,"""0000""","""000A""","""0028""","""002A""",shiftId
1614716100000,420,468,345,168,5
1614717000000,377,110,355,128,5
1614717900000,160,556,131,383,5
1614718800000,261,360,357,191,5
1614719700000,277,128,717,193,5
1614720600000,148,532,496,498,5
1614721500000,364,143,255,187,5
1614722400000,576,588,195,399,5
1614723300000,650,344,419,329,5
1614724200000,323,240,294,347,5
1614725100000,521,195,731,483,5
1614726000000,237,103,170,312,5
1614726900000,418,407,498,480,5
1614727800000,262,439,672,387,5
1614728700000,152,420,106,108,5
1614729600000,497,131,180,205,5
1614730500000,655,332,621,370,5
1614731400000,469,204,679,371,5
1614732300000,106,358,104,171,5
1614733200000,552,288,281,311,5
1614734100000,159,562,661,402,5
1614735000000,605,575,639,351,5
1614735900000,309,203,449,157,5
1614736800000,670,436,456,244,5
1614737700000,607,195,421,465,5
1614738600000,300,485,361,123,3
1614739500000,686,256,410,481,3
1614740400000,459,505,516,330,3
1614741300000,601,495,633,487,3
1614742200000,655,284,474,278,3
1614743100000,130,287,406,491,3
1614744000000,365,521,502,216,3
1614744900000,553,410,692,130,3
1614745800000,110,593,233,233,3
1614746700000,451,549,508,107,3
1614747600000,114,103,528,184,3
1614748500000,656,393,478,234,3
1614749400000,634,250,541,273,3
1614750300000,567,189,405,121,3
1614751200000,385,174,425,163,3
1614752100000,683,221,300,205,3
1614753000000,457,593,640,177,3
1614753900000,469,314,480,121,3
1614754800000,220,121,220,227,3
1614755700000,691,108,735,345,3
1614756600000,134,328,731,249,3
1614757500000,247,446,130,280,3
1614758400000,676,191,422,395,3
1614759300000,537,337,583,135,3
1614760200000,563,243,352,131,3
1614761100000,475,142,717,375,3
1614762000000,610,328,341,323,3
1614762900000,309,162,323,256,3
1614763800000,501,499,584,429,3
1614764700000,654,510,148,265,3
1614765600000,498,235,415,299,3
1614766500000,166,246,188,158,3
1614767400000,474,265,626,113,4
1614768300000,224,363,487,407,4
1614769200000,197,401,466,119,4
1614770100000,490,366,229,174,4
1614771000000,157,446,282,336,4
1614771900000,639,293,209,211,4
1614772800000,541,326,567,473,4
1614773700000,246,150,605,384,4
1614774600000,362,236,333,428,4
1614775500000,389,383,171,457,4
1614776400000,668,227,641,215,4
1614777300000,467,583,364,411,4
1614778200000,289,269,414,294,4
1614779100000,105,319,532,338,4
1614780000000,392,448,564,136,4
1614780900000,533,539,650,381,4
1614781800000,583,105,369,212,4
1614782700000,608,163,184,166,4
1614783600000,113,326,407,232,4
1614784500000,173,597,797,411,4
1614785400000,468,306,524,218,4
1614786300000,227,511,447,314,4
1614787200000,352,289,480,257,4
1614788100000,278,370,246,456,4
1614789000000,673,342,530,488,4
1614789900000,682,314,759,196,4
1614790800000,635,396,107,187,4
1614791700000,420,120,363,289,4
1614792600000,438,595,625,116,4
1614793500000,220,597,732,313,4
1614794400000,404,104,415,368,4
1614795300000,588,391,166,239,4
1614796200000,312,196,769,496,5
1614797100000,124,317,514,325,5
1614798000000,476,494,250,362,5
1614798900000,234,420,353,463,5
1614799800000,239,451,795,279,5
1614800700000,270,144,509,175,5
1614801600000,527,202,304,290,5
1614802500000,332,577,553,169,5
1614803400000,424,600,529,150,5
1614804300000,260,368,797,463,5
1614805200000,119,330,370,471,5
1614806100000,345,570,665,185,5
1614807000000,491,172,241,380,5
1614807900000,403,222,625,258,5
1614808800000,566,552,607,352,5
1614809700000,609,192,319,272,5
1614810600000,229,177,348,182,5
1614811500000,470,351,393,159,5
1614812400000,126,193,141,138,5
1614813300000,221,326,339,178,5
1614814200000,420,374,753,268,5
1614815100000,105,179,204,403,5
1614816000000,248,525,368,113,5
1614816900000,351,488,215,248,5
1614817800000,455,394,139,386,5
1614818700000,595,434,221,211,5
1614819600000,332,505,688,262,5
1614820500000,653,134,374,165,5
1614821400000,240,440,505,466,5
1614822300000,506,559,376,188,5
1614823200000,550,256,354,381,5
1614824100000,492,510,477,452,5
1614825000000,685,323,446,359,3
1614825900000,478,289,496,367,3
1614826800000,384,486,450,489,3
1614827700000,490,252,400,104,3
1614828600000,680,101,668,365,3
1614829500000,689,123,476,490,3
1614830400000,413,130,769,132,3
1614831300000,471,541,749,180,3
1614832200000,463,537,373,358,3
1614833100000,266,441,167,343,3
1614834000000,433,460,336,384,3
1614834900000,127,505,447,325,3
1614835800000,265,152,259,117,3
1614836700000,175,525,723,336,3
1614837600000,212,392,533,337,3
1614838500000,296,166,176,450,3
1614839400000,553,125,594,236,3
1614840300000,258,234,740,123,3
1614841200000,182,277,651,299,3
1614842100000,342,159,773,153,3
1614843000000,548,267,302,239,3
1614843900000,342,579,175,271,3
1614844800000,573,386,256,275,3
1614845700000,357,466,482,485,3
1614846600000,139,340,231,492,3
1614847500000,303,435,457,374,3
1614848400000,472,367,289,349,3
1614849300000,675,433,474,254,3
1614850200000,683,466,431,500,3
1614851100000,597,177,456,209,3
1614852000000,135,416,465,361,3
1614852900000,183,321,108,295,3
1614853800000,182,364,209,213,4
1614854700000,546,447,570,146,4
1614855600000,223,405,313,276,4
1614856500000,369,114,469,260,4
1614857400000,561,189,596,118,4
1614858300000,698,324,556,193,4
1614859200000,678,230,720,259,4
1614860100000,355,366,441,167,4
1614861000000,321,199,489,327,4
1614861900000,531,158,578,291,4
1614862800000,133,117,704,225,4
1614863700000,659,317,359,101,4
1614864600000,486,509,118,463,4
1614865500000,233,289,209,455,4
1614866400000,374,141,301,310,4
1614867300000,365,543,303,241,4
1614868200000,132,190,272,140,4
1614869100000,242,419,642,159,4
1614870000000,514,207,782,412,4
1614870900000,600,363,360,247,4
1614871800000,406,453,449,242,4
1614872700000,640,394,652,371,4
1614873600000,421,251,471,248,4
1614874500000,228,296,431,192,4
1614875400000,530,165,481,389,4
1614876300000,111,126,675,419,4
1614877200000,483,396,508,494,4
1614878100000,256,274,612,432,4
1614879000000,491,465,372,406,4
1614879900000,175,422,641,322,4
1614880800000,398,323,609,423,4
1614881700000,445,389,415,223,4
1614882600000,523,203,114,382,5
1614883500000,559,457,308,354,5
1614884400000,311,107,561,242,5
1614885300000,439,412,663,491,5
1614886200000,664,484,510,333,5
1614887100000,447,151,365,453,5
1614888000000,385,263,126,320,5
1614888900000,307,340,724,136,5
1614889800000,116,530,480,448,5
1614890700000,493,204,430,481,5
1614891600000,307,258,481,313,5
1614892500000,189,219,526,494,5
1614893400000,279,149,282,137,5
1614894300000,480,513,618,326,5
1614895200000,233,233,553,383,5
1614896100000,564,489,702,125,5
1614897000000,372,531,500,479,5
1614897900000,160,257,703,451,5
1614898800000,467,189,501,315,5
1614899700000,416,105,518,176,5
1614900600000,352,130,656,253,5
1614901500000,543,374,750,284,5
1614902400000,178,387,796,328,5
1614903300000,228,188,238,456,5
1614904200000,607,399,590,179,5
1614905100000,546,189,748,261,5
1614906000000,259,209,739,182,5
1614906900000,478,445,565,478,5
1614907800000,540,587,761,340,5
1614908700000,117,446,299,106,5
1614909600000,411,235,280,376,5
1614910500000,141,117,216,444,5
1614911400000,548,401,415,209,3
1614912300000,513,485,119,364,3
1614913200000,373,275,580,447,3
1614914100000,323,205,385,367,3
1614915000000,470,240,280,270,3
1614915900000,229,322,794,167,3
1614916800000,188,126,162,161,3
1614917700000,682,219,330,346,3
1614918600000,240,270,322,230,3
1614919500000,111,384,539,269,3
1614920400000,404,284,320,204,3
1614921300000,376,199,549,182,3
1614922200000,618,590,626,431,3
1614923100000,514,132,726,294,3
1614924000000,106,367,510,159,3
1614924900000,223,271,586,141,3
1614925800000,101,227,145,252,3
1614926700000,421,352,608,460,3
1614927600000,301,506,192,389,3
1614928500000,367,465,215,262,3
1614929400000,341,235,675,116,3
1614930300000,641,327,507,326,3
1614931200000,316,449,470,407,3
1614932100000,352,572,170,410,3
1614933000000,523,116,285,480,3
1614933900000,548,177,505,397,3
1614934800000,156,124,267,345,3
1614935700000,122,264,638,476,3
1614936600000,253,337,389,426,3
1614937500000,693,589,597,371,3
1614938400000,687,418,707,119,3
1614939300000,421,253,699,120,3
1614940200000,423,182,166,454,4
1614941100000,176,194,546,226,4
1614942000000,149,417,528,492,4
1614942900000,503,211,446,262,4
1614943800000,559,195,414,457,4
1614944700000,481,362,503,365,4
1614945600000,527,359,407,216,4
1614946500000,665,226,534,112,4
1614947400000,159,457,367,301,4
1614948300000,466,125,626,189,4
1614949200000,635,554,416,300,4
1614950100000,281,529,211,357,4
1614951000000,127,454,438,401,4
1614951900000,223,516,761,131,4
1614952800000,250,507,777,338,4
1614953700000,657,244,487,278,4
1614954600000,375,280,725,482,4
1614955500000,299,554,532,128,4
1614956400000,587,518,661,360,4
1614957300000,386,421,176,230,4
1614958200000,529,432,543,344,4
1614959100000,167,124,183,337,4
1614960000000,191,482,291,366,4
1614960900000,326,588,584,449,4
1614961800000,408,440,720,427,4
1614962700000,480,521,437,300,4
1614963600000,393,160,375,153,4
1614964500000,483,578,263,418,4
1614965400000,606,584,618,356,4
1614966300000,362,376,295,351,4
1614967200000,174,157,644,449,4
1614968100000,510,386,514,173,4
1614969000000,442,447,725,495,5
1614969900000,283,249,163,275,5
1614970800000,593,369,631,323,5
1614971700000,512,300,258,155,5
1614972600000,211,570,656,289,5
1614973500000,581,110,125,203,5
1614974400000,428,137,249,317,5
1614975300000,672,553,251,205,5
1614976200000,215,421,642,407,5
1614977100000,149,482,723,357,5
1614978000000,173,372,511,244,5
1614978900000,574,257,173,309,5
1614979800000,482,473,520,474,5
1614980700000,395,472,295,241,5
1614981600000,256,380,538,307,5
1614982500000,356,356,153,484,5
1614983400000,272,109,107,201,5
1614984300000,339,462,429,280,5
1614985200000,407,161,329,494,5
1614986100000,362,359,777,413,5
1614987000000,670,120,587,115,5
1614987900000,600,196,262,493,5
1614988800000,451,421,511,481,5
1614989700000,206,600,527,220,5
1614990600000,366,537,268,475,5
1614991500000,323,522,293,425,5
1614992400000,447,538,135,223,5
1614993300000,555,262,103,198,5
1614994200000,522,547,465,188,5
1614995100000,583,521,654,117,5
1614996000000,460,248,580,247,5
1614996900000,116,447,679,476,5
1614997800000,420,263,143,326,3
1614998700000,137,308,485,323,3
1614999600000,267,292,484,229,3
1615000500000,144,496,637,430,3
1615001400000,409,567,690,430,3
1615002300000,652,215,168,170,3
1615003200000,507,279,282,482,3
1615004100000,550,356,238,450,3
1615005000000,424,288,149,208,3
1615005900000,680,130,473,468,3
1615006800000,156,501,588,122,3
1615007700000,528,212,573,236,3
1615008600000,406,487,387,441,3
1615009500000,305,240,350,458,3
1615010400000,255,477,362,148,3
1615011300000,396,146,647,259,3
1615012200000,495,558,210,468,3
1615013100000,554,424,743,216,3
1615014000000,357,449,140,399,3
1615014900000,140,569,647,146,3
1615015800000,121,433,723,478,3
1615016700000,255,535,746,496,3
1615017600000,627,589,138,218,3
1615018500000,381,185,538,226,3
1615019400000,477,116,136,394,3
1615020300000,275,354,483,208,3
1615021200000,261,180,618,211,3
1615022100000,641,226,649,418,3
1615023000000,475,308,115,349,3
1615023900000,404,421,530,167,3
1615024800000,366,503,637,495,3
1615025700000,631,210,379,257,3
1615026600000,298,370,179,163,4
1615027500000,612,533,354,463,4
1615028400000,149,177,451,441,4
1615029300000,647,480,302,276,4
1615030200000,230,371,134,411,4
1615031100000,362,137,308,486,4
1615032000000,563,237,205,126,4
1615032900000,178,261,290,126,4
1615033800000,477,481,367,486,4
1615034700000,487,370,528,195,4
1615035600000,683,150,174,465,4
1615036500000,425,506,326,443,4
1615037400000,473,442,364,263,4
1615038300000,126,503,594,443,4
1615039200000,313,556,799,237,4
1615040100000,230,248,147,261,4
1615041000000,373,386,703,351,4
1615041900000,426,536,297,121,4
1615042800000,146,470,755,228,4
1615043700000,121,246,170,172,4
1615044600000,236,233,450,346,4
1615045500000,300,194,462,378,4
1615046400000,339,198,441,240,4
1615047300000,369,142,549,226,4
1615048200000,191,438,149,473,4
1615049100000,154,568,676,465,4
1615050000000,241,213,686,419,4
1615050900000,549,407,117,382,4
1615051800000,690,307,213,433,4
1615052700000,669,159,578,230,4
1615053600000,155,245,567,261,4
1615054500000,322,293,462,101,4
1615055400000,142,176,690,435,5
1615056300000,547,581,154,267,5
1615057200000,628,338,265,330,5
1615058100000,524,586,776,488,5
1615059000000,457,153,650,230,5
1615059900000,120,147,796,296,5
1615060800000,187,108,225,458,5
1615061700000,667,360,647,371,5
1615062600000,340,217,348,337,5
1615063500000,324,123,448,398,5
1615064400000,211,483,445,240,5
1615065300000,352,525,631,135,5
1615066200000,105,395,193,468,5
1615067100000,322,371,741,491,5
1615068000000,436,134,275,441,5
1615068900000,696,386,250,302,5
1615069800000,259,276,402,142,5
1615070700000,104,143,504,257,5
1615071600000,393,391,453,275,5
1615072500000,663,489,784,237,5
1615073400000,171,120,260,101,5
1615074300000,540,287,559,105,5
1615075200000,496,350,741,399,5
1615076100000,621,484,579,432,5
1615077000000,140,303,162,319,5
1615077900000,596,585,500,189,5
1615078800000,655,461,496,186,5
1615079700000,195,268,758,100,5
1615080600000,538,341,469,402,5
1615081500000,414,507,447,464,5
1615082400000,324,318,452,310,5
1615083300000,343,152,645,348,5
1615084200000,143,261,329,190,3
1615085100000,351,107,400,389,3
1615086000000,304,417,430,414,3
1615086900000,336,303,784,263,3
1615087800000,567,565,332,353,3
1615088700000,483,328,352,481,3
1615089600000,555,125,356,473,3
1615090500000,155,212,586,173,3
1615091400000,253,511,220,377,3
1615092300000,262,440,105,308,3
1615093200000,367,113,716,465,3
1615094100000,201,439,759,228,3
1615095000000,579,508,426,151,3
1615095900000,453,397,553,325,3
1615096800000,564,499,705,119,3
1615097700000,408,378,366,147,3
1615098600000,332,330,779,146,3
1615099500000,408,340,459,165,3
1615100400000,230,456,735,178,3
1615101300000,277,303,777,294,3
1615102200000,481,426,230,395,3
1615103100000,626,490,307,370,3
1615104000000,293,537,516,138,3
1615104900000,117,441,741,311,3
1615105800000,326,562,754,455,3
1615106700000,656,202,243,157,3
1615107600000,428,452,799,300,3
1615108500000,200,308,444,290,3
1615109400000,345,563,353,183,3
1615110300000,471,419,186,255,3
1615111200000,410,573,708,299,3
1615112100000,526,590,207,291,3
1615113000000,618,377,756,294,4
1615113900000,204,270,342,160,4
1615114800000,191,383,115,349,4
1615115700000,298,277,457,409,4
1615116600000,542,239,716,114,4
1615117500000,344,573,373,449,4
1615118400000,229,162,417,166,4
1615119300000,416,345,528,379,4
1615120200000,133,168,488,339,4
1615121100000,289,487,380,342,4
1615122000000,536,108,545,193,4
1615122900000,272,197,162,138,4
1615123800000,215,553,327,175,4
1615124700000,369,568,539,299,4
1615125600000,578,196,482,124,4
1615126500000,568,131,521,319,4
1615127400000,595,572,351,290,4
1615128300000,425,467,442,272,4
1615129200000,303,484,718,115,4
1615130100000,434,598,194,499,4
1615131000000,117,211,727,143,4
1615131900000,653,538,600,194,4
1615132800000,211,136,102,500,4
1615133700000,571,460,536,188,4
1615134600000,125,106,425,323,4
1615135500000,205,590,155,125,4
1615136400000,155,416,139,187,4
1615137300000,692,553,381,371,4
1615138200000,182,486,499,477,4
1615139100000,462,539,242,226,4
1615140000000,183,377,682,376,4
1615140900000,585,247,799,180,4
1615141800000,203,442,325,231,5
1615142700000,652,220,765,395,5
1615143600000,116,533,663,137,5
1615144500000,284,306,627,131,5
1615145400000,258,295,471,114,5
1615146300000,548,585,725,138,5
1615147200000,562,229,736,120,5
1615148100000,251,253,634,490,5
1615149000000,168,295,630,272,5
1615149900000,313,561,364,496,5
1615150800000,263,485,439,126,5
1615151700000,671,527,573,189,5
1615152600000,389,408,676,372,5
1615153500000,217,305,557,196,5
1615154400000,292,540,780,401,5
1615155300000,153,150,659,496,5
1615156200000,274,445,289,114,5
1615157100000,510,114,516,277,5
1615158000000,368,371,640,410,5
1615158900000,159,186,133,413,5
1615159800000,638,274,301,131,5
1615160700000,557,229,453,134,5
1615161600000,220,421,693,109,5
1615162500000,425,208,259,441,5
1615163400000,692,376,508,282,5
1615164300000,537,289,443,428,5
1615165200000,289,284,457,319,5
1615166100000,101,557,200,468,5
1615167000000,475,481,606,344,5
1615167900000,605,194,756,222,5
1615168800000,256,113,751,381,5
1615169700000,114,111,131,420,5
1615170600000,668,549,395,100,3
1615171500000,208,111,487,185,3
1615172400000,517,487,682,123,3
1615173300000,422,344,730,248,3
1615174200000,699,333,308,223,3
1615175100000,276,381,445,419,3
1615176000000,290,480,743,312,3
1615176900000,295,398,104,261,3
1615177800000,226,289,500,144,3
1615178700000,158,578,155,345,3
1615179600000,461,213,446,204,3
1615180500000,105,438,399,410,3
1615181400000,121,561,262,338,3
1615182300000,436,468,509,431,3
1615183200000,663,105,655,388,3
1615184100000,123,528,639,307,3
1615185000000,223,311,213,379,3
1615185900000,488,122,533,366,3
1615186800000,495,591,456,326,3
1615187700000,233,287,644,204,3
1615188600000,195,144,597,212,3
1615189500000,120,422,502,273,3
1615190400000,378,546,134,395,3
1615191300000,252,568,295,302,3
1615192200000,153,355,255,409,3
1615193100000,161,219,573,381,3
1615194000000,547,188,785,208,3
1615194900000,570,407,764,212,3
1615195800000,193,276,131,419,3
1615196700000,511,400,167,124,3
1615197600000,275,179,225,249,3
1615198500000,390,509,384,370,3
1615199400000,300,458,424,223,4
1615200300000,158,594,564,105,4
1615201200000,644,194,249,190,4
1615202100000,495,501,206,376,4
1615203000000,339,437,175,375,4
1615203900000,660,286,546,288,4
1615204800000,341,202,379,112,4
1615205700000,612,208,682,103,4
1615206600000,445,346,327,242,4
1615207500000,171,579,164,245,4
1615208400000,401,213,159,412,4
1615209300000,696,217,329,132,4
1615210200000,285,105,792,239,4
1615211100000,559,352,347,447,4
1615212000000,179,235,546,213,4
1615212900000,422,450,233,142,4
1615213800000,520,457,293,261,4
1615214700000,251,579,124,400,4
1615215600000,465,191,544,472,4
1615216500000,194,525,731,245,4
1615217400000,142,584,740,105,4
1615218300000,168,536,207,224,4
1615219200000,227,560,635,369,4
1615220100000,360,137,419,260,4
1615221000000,211,574,347,497,4
1615221900000,206,168,674,280,4
1615222800000,506,464,750,410,4
1615223700000,140,217,659,341,4
1615224600000,462,457,399,500,4
1615225500000,384,355,114,241,4
1615226400000,124,485,145,407,4
1615227300000,169,110,502,344,4
1615228200000,515,100,768,333,5
1615229100000,354,317,784,209,5
1615230000000,359,431,213,169,5
1615230900000,545,538,599,141,5
1615231800000,561,172,657,175,5
1615232700000,568,439,510,476,5
1615233600000,225,328,791,282,5
1615234500000,699,580,350,282,5
1615235400000,640,456,718,368,5
1615236300000,614,228,411,131,5
1615237200000,117,359,114,375,5
1615238100000,163,432,528,396,5
1615239000000,604,245,578,410,5
1615239900000,411,186,769,318,5
1615240800000,270,533,172,301,5
1615241700000,569,194,535,343,5
1615242600000,466,585,550,156,5
1615243500000,361,317,111,324,5
1615244400000,372,300,297,396,5
1615245300000,134,428,449,312,5
1615246200000,235,589,148,199,5
1615247100000,168,550,651,331,5
1615248000000,601,399,353,241,5
1615248900000,184,236,497,459,5
1615249800000,143,105,790,459,5
1615250700000,220,302,131,202,5
1615251600000,207,146,573,121,5
1615252500000,566,134,405,294,5
1615253400000,352,469,395,354,5
1615254300000,424,446,530,111,5
1615255200000,527,453,486,172,5
1615256100000,489,428,396,414,5
1615257000000,451,581,587,385,3
1615257900000,415,429,370,428,3
1615258800000,138,299,792,231,3
1615259700000,267,375,656,374,3
1615260600000,240,590,176,496,3
1615261500000,216,286,392,240,3
1615262400000,445,425,129,175,3
1615263300000,680,375,334,119,3
1615264200000,300,403,551,242,3
1615265100000,468,315,524,320,3
1615266000000,407,474,392,164,3
1615266900000,238,431,640,343,3
1615267800000,249,291,152,150,3
1615268700000,113,138,419,347,3
1615269600000,502,367,636,166,3
1615270500000,269,133,449,405,3
1615271400000,388,320,153,477,3
1615272300000,248,424,396,160,3
1615273200000,623,120,229,191,3
1615274100000,105,428,212,387,3
1615275000000,425,386,628,349,3
1615275900000,634,507,336,469,3
1615276800000,616,391,410,212,3
1615277700000,692,398,486,297,3
1615278600000,401,574,210,323,3
1615279500000,568,156,392,402,3
1615280400000,153,474,370,384,3
1615281300000,102,333,347,218,3
1615282200000,487,113,267,116,3
1615283100000,220,246,345,102,3
1615284000000,642,524,149,157,3
1615284900000,469,315,244,402,3
1615285800000,575,169,638,149,4
1615286700000,331,576,782,176,4
1615287600000,468,227,168,488,4
1615288500000,214,584,524,308,4
1615289400000,557,219,595,274,4
1615290300000,565,590,119,170,4
1615291200000,686,200,555,140,4
1615292100000,115,426,199,391,4
1615293000000,391,269,481,302,4
1615293900000,434,251,441,308,4
1615294800000,430,335,618,290,4
1615295700000,657,341,489,425,4
1615296600000,244,160,157,129,4
1615297500000,679,311,790,270,4
1615298400000,377,373,216,417,4
1615299300000,607,230,199,182,4
1615300200000,438,209,224,452,4
1615301100000,612,232,666,413,4
1615302000000,135,432,573,493,4
1615302900000,110,364,784,258,4
1615303800000,266,438,768,277,4
1615304700000,119,509,790,441,4
1615305600000,680,248,679,476,4
1615306500000,181,374,435,428,4
1615307400000,211,143,767,237,4
1615308300000,635,142,762,114,4
1615309200000,110,386,149,482,4
1615310100000,114,518,660,163,4
1615311000000,637,552,626,290,4
1615311900000,560,513,288,216,4
1615312800000,465,149,472,267,4
1615313700000,308,470,488,289,4
1615314600000,273,311,480,417,5
1615315500000,460,401,111,348,5
1615316400000,650,471,800,197,5
1615317300000,597,394,360,384,5
1615318200000,189,578,210,118,5
1615319100000,315,418,192,185,5
1615320000000,423,502,533,317,5
